id,company_name,phone,address,member_type,chapter_name,chapter_state,member_detail_url,construction_specialties,website,state,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
24,Boston Building & Bridge Corp.,(617) 333-0342,1094 Blue Hill Avenue Milton MA 02186,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/boston-building-bridge-corp-402,Corporate/Commercial | Constructor | Criminal Justice | Education | Heavy Civil | Historic Preservation/Restoration | Industrial | Laboratories Research Clean Rooms | Parking Structures | Public Work | Sports Facilities Convention Centers | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,a3abdb745cb6b91465dfc5a6c0b83e12,2026-03-26 09:31:30,2026-03-26 09:31:30,1
25,Boston College Capital Projects Mgmt,(617) 552-8000,140 Commonwealth Avenue Chestnut Hill MA 02467,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/boston-college-capital-projects-mgmt-141,Education | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,329616b719dce847433fb9da983da8f0,2026-03-26 09:31:30,2026-03-26 09:31:30,1
26,Baker Newman Noyes,(800) 244-7444,133 Federal Street Ste 902 Boston MA 02110,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/baker-newman-noyes-10949,Accounting,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,fcfe7066235dfce763935639b6b279ca,2026-03-26 09:31:30,2026-03-26 09:31:30,1
27,"Barr & Barr, Inc",(508) 879-5750,"446 Main Street, Suite 1604 Worcester MA 01608",Constructor,AGC Massachusetts,MA,https://members.agcmass.org/list/member/barr-barr-inc-worcester-10772,BioTech | Corporate/Commercial | Education | Health Care | Historic Preservation/Restoration | Parking Structures | Religious | Sports Facilities Convention Centers | Tenant Fit-outs | Underground Utilities,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,107df33bc953337606628f8abc5de570,2026-03-26 09:31:30,2026-03-26 09:31:30,1
28,"Bond Brothers, Inc.",(617) 387-3400,10 Cabot Road Suite 300 Medford MA 02155,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/bond-brothers-inc-10540,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,1005fbf9d698f398853cbffbf3d80b19,2026-03-26 09:31:30,2026-03-26 09:31:30,1
29,"Bond Civil & Utility Construction, Inc.",(617) 387-3400,10 Cabot Road Suite 300 Medford MA 02155,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/bond-civil-utility-construction-inc-10541,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,1fc4976ea5bb0f0a409fcedb76660be6,2026-03-26 09:31:30,2026-03-26 09:31:30,1
30,Boston Gloval Investors,(617) 350-7577,55 Seaport Blvd Fl 4 Boston MA 02210,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/boston-gloval-investors-10752,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,2b1f9da278261828a0d0902432b72af5,2026-03-26 09:31:30,2026-03-26 09:31:30,1
31,Boston University,(617) 353-6500,1 Silber Way Suite 926 Boston MA 02215,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/boston-university-1739,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,30d9f6735228f8d35e985371267e8833,2026-03-26 09:31:30,2026-03-26 09:31:30,1
32,Boston University Medical Campus,781.235.2680,715 Albany St BOSTON MA 2118,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/boston-university-medical-campus-1755,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,fe4d436b3cd82c91e7575b74e59aaf69,2026-03-26 09:31:30,2026-03-26 09:31:30,1
33,Bowditch & Dewey LLP,(508) 791-3511,311 Main Street Worcester MA 01608,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/bowditch-dewey-llp-10445,Law Firm,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,6c76f3acb434044f6368310eba16c11f,2026-03-26 09:31:30,2026-03-26 09:31:30,1
34,Brown & Brown Insurance,(781) 710-4751,980 Washington Street Suite 325 Dedham MA 02026,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/brown-brown-insurance-10925,Insurance,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,826b23f15cb7d94c5fbc4818a73a8c27,2026-03-26 09:31:30,2026-03-26 09:31:30,1
35,"Building Pathways, Inc",(617) 238-5292,1705 Columbus Ave PO Box 190900 Roxbury MA 02119,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/building-pathways-inc-10387,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,89a0554281890a12dd6c2ff331f48d1c,2026-03-26 09:31:30,2026-03-26 09:31:30,1
36,Building PPL,(315) 729-0095,13 C Street Hopkington MA 01748,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/building-ppl-10677,Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,e5fab65a863bb2165793cdfa7fa66940,2026-03-26 09:31:30,2026-03-26 09:31:30,1
37,Building Trades Employers' Association,(781) 849-3220,100 Grossman Drive Suite 300 Braintree MA 02184,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/building-trades-employers-association-10453,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,a06a1b889a82b9acbed6f58aaccb7d14,2026-03-26 09:31:30,2026-03-26 09:31:30,1
38,BXP,(339) 236-4640,800 Boylston St. Boston MA 02199,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/bxp-10740,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,e7e805d280e4ce674fa3d0a60a68f8b9,2026-03-26 09:31:30,2026-03-26 09:31:30,1
39,C.E. Floyd Company Inc.,(781) 271-9006,200 Baker Avenue Concord MA 01742,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/c-e-floyd-company-inc-40,Assisted Living Elder Care | BioTech | Constructor | Corporate/Commercial | Education | Health Care | Higher Education | Historic Preservation/Restoration | Hotels | Institutional | Laboratories Research Clean Rooms | Religious | Restaurants Retail | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,d6fac5586261e2f08f4a73879e173b2d,2026-03-26 09:31:30,2026-03-26 09:31:30,1
40,Campanelli Companies,(781) 849-1440,One Campanelli Drive PO Box 850985 Braintree MA 02185,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/campanelli-companies-braintree-22,Corporate/Commercial | Constructor | Industrial | Restaurants Retail,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,1adf50dfd2fa84b335476bb1f03d6ca8,2026-03-26 09:31:30,2026-03-26 09:31:30,1
41,Cannistraro,(617) 926-0092,201 Jones Road Waltham MA 02451,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cannistraro-waltham-1312,Div 15 Mechanical | Industrial | Institutional | Process Piping | Subcontractor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,33555abd8bed4d5e08f0840d38a28e5d,2026-03-26 09:31:30,2026-03-26 09:31:30,1
42,"CBC Construction, Inc.",(978) 777-8185,61 Elm Street Danvers MA 01923,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cbc-construction-inc-24,Corporate/Commercial | Constructor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.384816+00:00,20260326_090725,88cede3c097299235b1a5b250c775d64,2026-03-26 09:31:30,2026-03-26 09:31:30,1
43,"CCB, Inc.",(207) 464-2626,65 Bradley Drive Westbrook ME 04092,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/ccb-inc-1548,Div 2 Site Work | Div 10 Specialties | Div 13 Special Construction | Div 15 Mechanical | Div 3 Concrete | Div 5 Metals | Div 6 Wood and Plastics | Div 8 Doors and Windows | Div 9 Finishes | Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,143e3d763287ffbfb753f1fd82a7ebe4,2026-03-26 09:31:30,2026-03-26 09:31:30,1
44,"Central Ceilings, Inc.",(508) 238-6985,36 Norfolk Avenue South Easton MA 02375,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/central-ceilings-inc-94,Div 6 Wood and Plastics | Div 10 Specialties | Div 8 Doors and Windows | Div 9 Finishes | Subcontractors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,1c625777e29eaa9efb8b7a9491d8edf1,2026-03-26 09:31:30,2026-03-26 09:31:30,1
45,"CHA Consulting, Inc.",(617) 451-2717,One Washington Mall 15th floor Boston MA 02108,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/cha-consulting-inc-147,Construction Costs | Architecture | Consulting | Education | Higher Education | Historic Preservation/Restoration | Hotels | Institutional | Program Managers | Public Work | Risk Management | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,6a063fba50427b137a8ddb55fc125e45,2026-03-26 09:31:30,2026-03-26 09:31:30,1
46,Citywide Contracting LLC,(617) 910-7765,PO Box 51599 Boston MA 02205,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/citywide-contracting-llc-928,Assisted Living Elder Care | Concrete/Concrete Products | Constructor | Corporate/Commercial | Environmental | Higher Education | Hotels | Institutional | Public Work | Religious | Restaurants Retail | Sports Facilities Convention Centers | Tenant Fit-outs | Underground Utilities,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,f84c6675436ee85bd79b42918a89fd45,2026-03-26 09:31:30,2026-03-26 09:31:30,1
47,Code Red Consultants,(617) 500-7633,154 Turnpike Road Suite 200 Southborough MA 01772,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/code-red-consultants-944,Consulting | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,d81131caab88cc924d84453905edd7ab,2026-03-26 09:31:30,2026-03-26 09:31:30,1
48,Colantonio Inc.,(508) 429-8666,16 Everett Street Holliston MA 01746,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/colantonio-inc-28,Corporate/Commercial | Constructor | Constructors | Div 2 Site Work | Education | Higher Education | Historic Preservation/Restoration | Housing Residential | Industrial | Parking Structures | Public Work | Risk Management | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,8dc59a5ef765a90d88269541a4651b14,2026-03-26 09:31:30,2026-03-26 09:31:30,1
49,Columbia,(978) 664-9500,100 Riverpark Dr. North Reading Massachusetts 01864,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/columbia-north-reading-406,BioTech | Constructor | Consulting | Corporate/Commercial | Cultural Facilities | Education | Health Care | Higher Education | Historic Preservation/Restoration | Hotels | Housing Residential | Industrial | Laboratories Research Clean Rooms | Parking Structures | Process Piping,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,cf6dd086132869575324a614a7b77b82,2026-03-26 09:31:30,2026-03-26 09:31:30,1
50,Commodore Builders,(617) 614-3500,1220 Washington Street Newton MA 02465,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/commodore-builders-newton-29,BioTech | Constructor | Corporate/Commercial | Education | Health Care | Higher Education | Hotels | Institutional | Laboratories Research Clean Rooms | Restaurants Retail | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,690c8a040aae7f9cde71cc2b5a61ae5c,2026-03-26 09:31:30,2026-03-26 09:31:30,1
51,Commonsense Construction Law LLC,(617) 227-0141,44 Park Street 3rd Floor Andover MA 01810,Providing legal services to the construction industry. | Providing legal services to the construction industry.,AGC Massachusetts,MA,https://members.agcmass.org/list/member/commonsense-construction-law-llc-boston-1531,Law Firm | Associate,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,db7d5e2516ada5aac6f83cf08aabb5ea,2026-03-26 09:31:30,2026-03-26 09:31:30,1
52,"Consigli Construction Co., Inc.",(508) 473-2580,72 Sumner Street Milford MA 01757,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/consigli-construction-co-inc-milford-31,Assisted Living Elder Care | BioTech | Constructor | Corporate/Commercial | Cultural Facilities | Environmental | Health Care | Higher Education | Historic Preservation/Restoration | Industrial | Institutional | Laboratories Research Clean Rooms | Parking Structures | Public Work | Religious,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,70c372473d70ed6efd4544b1e844f40f,2026-03-26 09:31:30,2026-03-26 09:31:30,1
53,Construction Coordinators Inc.,(781) 449-7700,140 Gould Street Needham MA 02494,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/construction-coordinators-inc-needham-32,Corporate/Commercial | Constructor | Education | Hotels | Industrial | Laboratories Research Clean Rooms | Religious | Restaurants Retail | Sports Facilities Convention Centers | Tenant Fit-outs,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,e45352163ad924528dff4734f6e07ed4,2026-03-26 09:31:30,2026-03-26 09:31:30,1
54,Century Drywall Inc.,(401) 333-2140,1988 Louisquisset Pike Lincoln RI 02865,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/century-drywall-inc-lincoln-10980,Subcontractor,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,47fe7353b7c4336e754209275ee0b93c,2026-03-26 09:31:30,2026-03-26 09:31:30,1
55,"Charles D. Sheehy, Inc.",(508) 583-7612,675 Bodwell St Ext Avon MA 02322,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/charles-d-sheehy-inc-avon-10444,Div 15 Mechanical,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,8b62ae21eadafbc70f706e6782fc7180,2026-03-26 09:31:30,2026-03-26 09:31:30,1
56,Charter,(857) 246-6800,500 Harrison Ave Suite 4R Boston MA 02061,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/charter-10889,Constructors,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,a1138256a6c27d4ea9b0f4c067795aed,2026-03-26 09:31:30,2026-03-26 09:31:30,1
57,City of Everett,781.235.2680,484 Broadway Room 14 Everett MA 02149,,AGC Massachusetts,MA,https://members.agcmass.org/list/member/city-of-everett-11038,,https://vimeo.com/user46359688,MA,agc_member_directory,https://www.agc.org/our-members/find-a-member,2026-03-26T09:31:30.385815+00:00,20260326_090725,ab462f1ef90e7c4aa665ad8efb509250,2026-03-26 09:31:30,2026-03-26 09:31:30,1
