id,company_name,address,office_street,city,state,zip,country,phone,website,state_chapter,membership_type,engineering_disciplines,acec_member_id,detail_url,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
17,"BSC Group, Inc.","803 Summer St , Third Floor , Boston , MA 02127 , United States","803 Summer St, Third Floor",Boston,MA,02127,US,(617) 896-4466,https://www.bscgroup.com/,MA,Regular Member,,bsc-group-inc-4136584,https://members.acecma.org/fullmemberfirmdirectory/Details/bsc-group-inc-4136584,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,1b70444e7ab7a3157ddecc97164dce2f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
18,"Burns & McDonnell Engineering Company, Inc.","7-57 Wells Ave , Suite 27 , Newton , MA 02459 , United States","7-57 Wells Ave, Suite 27",Newton,MA,02459,US,(857) 216-7464,http://www.burnsmcd.com/,MA,Regular Member,,burns-mcdonnell-engineering-company-inc-4136588,https://members.acecma.org/fullmemberfirmdirectory/Details/burns-mcdonnell-engineering-company-inc-4136588,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,823bc165a615d0d9935f32eb5abf09af,2026-03-25 11:26:25,2026-03-25 11:26:25,1
19,CDM Smith,"75 State St. , Suite 701 , Boston , MA 02109 , United States","75 State St., Suite 701",Boston,MA,02109,US,(617) 452-6531,http://www.cdmsmith.com/,MA,Regular Member,,cdm-smith-4136594,https://members.acecma.org/fullmemberfirmdirectory/Details/cdm-smith-4136594,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,bc31616fc071e0e95c13e0088b596ca7,2026-03-25 11:26:25,2026-03-25 11:26:25,1
20,CDR Maguire Inc.,"35 Village Rd , Suite 100 , Middleton , MA 01949 , United States","35 Village Rd, Suite 100",Middleton,MA,01949,US,(617) 778-1489,https://cdr-companies.com/,MA,Regular Member,,cdr-maguire-inc-4136604,https://members.acecma.org/fullmemberfirmdirectory/Details/cdr-maguire-inc-4136604,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,af32316892c8eb7e143b3a0079a32698,2026-03-25 11:26:25,2026-03-25 11:26:25,1
21,"CDW Consultants, Inc.",,,,MA,,US,(508) 308-0667,https://www.cdwconsultants.com/,MA,Regular Member,,cdw-consultants-inc-4136570,https://members.acecma.org/fullmemberfirmdirectory/Details/cdw-consultants-inc-4136570,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,6811707e18debbb235ea717511c8c2bd,2026-03-25 11:26:25,2026-03-25 11:26:25,1
22,CHA,"141 Longwater Drive , Suite 104 , Norwell , MA 02061 , United States","141 Longwater Drive, Suite 104",Norwell,MA,02061,US,(781) 982-5400,https://www.chasolutions.com/,MA,Regular Member,,cha-4136626,https://members.acecma.org/fullmemberfirmdirectory/Details/cha-4136626,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,a200d99e6f77f81926dd90aae0273de3,2026-03-25 11:26:25,2026-03-25 11:26:25,1
23,"Chappell Engineering Associates, LLC","201 Boston Post Road , Suite 205 , Marlborough , MA 01752-4667 , United States","201 Boston Post Road, Suite 205",Marlborough,MA,01752-4667,US,(508) 481-7400 14,http://www.chappellengineering.com/,MA,Associate Member,,chappell-engineering-associates-llc-4136592,https://members.acecma.org/fullmemberfirmdirectory/Details/chappell-engineering-associates-llc-4136592,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,bbf148f9ed8d7965ce5518a292994135,2026-03-25 11:26:25,2026-03-25 11:26:25,1
24,"CHESS Engineering, LLC","126 John Street , Suite 11 , Lowell , MA 01852 , United States","126 John Street, Suite 11",Lowell,MA,01852,US,(617) 982-3250,http://www.chessengineeringne.com/,MA,Regular Member,,chess-engineering-llc-4136595,https://members.acecma.org/fullmemberfirmdirectory/Details/chess-engineering-llc-4136595,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,e4ad5252e987926154433da48ef21243,2026-03-25 11:26:25,2026-03-25 11:26:25,1
25,Colliers Engineering & Design,"67 Hunt Street , Suite 205 , Agawam , MA 01001 , United States","67 Hunt Street, Suite 205",Agawam,MA,01001,US,(781) 251-0630,https://colliersengineering.com/,MA,Regular Member,,colliers-engineering-design-4136612,https://members.acecma.org/fullmemberfirmdirectory/Details/colliers-engineering-design-4136612,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,7d128c4902e01ccd05bedd088237b10a,2026-03-25 11:26:25,2026-03-25 11:26:25,1
26,"Collins Engineers, Inc.","685 Canton St , Suite 102 , Norwood , MA 02062 , United States","685 Canton St, Suite 102",Norwood,MA,02062,US,(781) 205-2018,http://www.collinsengr.com/,MA,Regular Member,,collins-engineers-inc-4136614,https://members.acecma.org/fullmemberfirmdirectory/Details/collins-engineers-inc-4136614,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,c805358ec4b804b8fec248a319eefeb5,2026-03-25 11:26:25,2026-03-25 11:26:25,1
27,"Coneco Engineers, Scientists & Surveyors","4 First St , Bridgewater , MA 02324 , United States",4 First St,Bridgewater,MA,02324,US,(508) 697-3191,http://www.coneco.com/,MA,Regular Member,,coneco-engineers-scientists-surveyors-4136568,https://members.acecma.org/fullmemberfirmdirectory/Details/coneco-engineers-scientists-surveyors-4136568,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,9e055dde2c6144d327483142edd33c1b,2026-03-25 11:26:25,2026-03-25 11:26:25,1
28,"Cora Structural, LLC","164 Ash St , 2F , Waltham , MA 02453 , United States","164 Ash St, 2F",Waltham,MA,02453,US,(617) 221-6010,https://corastructural.com/,MA,Regular Member,,cora-structural-llc-4136572,https://members.acecma.org/fullmemberfirmdirectory/Details/cora-structural-llc-4136572,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.276944+00:00,20260325_112244,5e6f7a99a3ada440264942063c2970a5,2026-03-25 11:26:25,2026-03-25 11:26:25,1
29,Crocker Design Group,"2 Sharp St , Unit A , Hingham , MA 02043 , United States","2 Sharp St, Unit A",Hingham,MA,02043,US,(781) 919-0808,https://crockerdesigngroup.com/,MA,Regular Member,,crocker-design-group-4136609,https://members.acecma.org/fullmemberfirmdirectory/Details/crocker-design-group-4136609,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,7ac03d90da56924ded8f705019867bfe,2026-03-25 11:26:25,2026-03-25 11:26:25,1
30,"Dawood, a Woolpert Company","325 Wood Road , Suite 109 , Braintree , MA 02184 , United States","325 Wood Road, Suite 109",Braintree,MA,02184,US,(781) 380-7766,https://woolpert.com/,MA,Regular Member,,dawood-a-woolpert-company-4136605,https://members.acecma.org/fullmemberfirmdirectory/Details/dawood-a-woolpert-company-4136605,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,1bbd14150dbfb2e1d67d91a31ceb1b50,2026-03-25 11:26:25,2026-03-25 11:26:25,1
31,Delve Underground,"One Wall St. , Fifth Floor , Burlington , MA 01803 , United States","One Wall St., Fifth Floor",Burlington,MA,01803,US,(401) 413-4923,https://www.delveunderground.com/,MA,Regular Member,,delve-underground-4136615,https://members.acecma.org/fullmemberfirmdirectory/Details/delve-underground-4136615,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,cf81dc6f23751d6f0972751b47c92d66,2026-03-25 11:26:25,2026-03-25 11:26:25,1
32,Dewberry,"99 Summer Street , Suite 700 , Boston , MA 02110-1200 , United States","99 Summer Street, Suite 700",Boston,MA,02110-1200,US,(617) 531-0817,https://www.dewberry.com/,MA,Regular Member,,dewberry-4136618,https://members.acecma.org/fullmemberfirmdirectory/Details/dewberry-4136618,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,62bf1faeea45e7d84878bed0f1dc82e3,2026-03-25 11:26:25,2026-03-25 11:26:25,1
33,"Epsilon Associates, Inc","3 Mill & Main Place , Suite 250 , Maynard , MA 01754 , United States","3 Mill & Main Place, Suite 250",Maynard,MA,01754,US,(978) 897-6271,http://www.epsilonassociates.com/,MA,Associate Member,,epsilon-associates-inc-4136610,https://members.acecma.org/fullmemberfirmdirectory/Details/epsilon-associates-inc-4136610,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,a89da5404d0c120953476dada2cc6264,2026-03-25 11:26:25,2026-03-25 11:26:25,1
34,"Fenagh, Inc.","12 Tech Circle , Natick , MA 01760 , United States",12 Tech Circle,Natick,MA,01760,US,(617) 938-3774,https://www.fenaghengineering.com/,MA,Regular Member,,fenagh-inc-4136617,https://members.acecma.org/fullmemberfirmdirectory/Details/fenagh-inc-4136617,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,1d0ac07148086d1317f063351c633787,2026-03-25 11:26:25,2026-03-25 11:26:25,1
35,"Fitzemeyer & Tocci Associates, Inc","300 Unicorn Park Dr, 5th Flr , Woburn , MA 01801 , United States","300 Unicorn Park Dr, 5th Flr",Woburn,MA,01801,US,(781) 974-0057,http://www.f-t.com/,MA,Associate Member,,fitzemeyer-tocci-associates-inc-4136574,https://members.acecma.org/fullmemberfirmdirectory/Details/fitzemeyer-tocci-associates-inc-4136574,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,e7c483ea10fefa014e4a6f30e83199f7,2026-03-25 11:26:25,2026-03-25 11:26:25,1
36,French & Parello Associates,"361 Newbury Street, 5th Floor , Boston , MA 02115 , United States","361 Newbury Street, 5th Floor",Boston,MA,02115,US,(617) 860-1522,https://fpaengineers.com/,MA,Associate Member,,french-parello-associates-4136578,https://members.acecma.org/fullmemberfirmdirectory/Details/french-parello-associates-4136578,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,ec0f93385e071dbb91dae470c81f8b47,2026-03-25 11:26:25,2026-03-25 11:26:25,1
37,"Fuss & O’Neill, Inc","108 Myrtle Street , Suite 502 , Quincy , MA 02171 , United States","108 Myrtle Street, Suite 502",Quincy,MA,02171,US,(617) 379-5886,http://www.fando.com/,MA,Regular Member,,fuss-o-neill-inc-4136622,https://members.acecma.org/fullmemberfirmdirectory/Details/fuss-o-neill-inc-4136622,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,7c767b47a956cd9184c6eed37555f6fa,2026-03-25 11:26:25,2026-03-25 11:26:25,1
38,"GEI Consultants, Inc.","100 Quannapowitt Parkway, Suite 300 , Wakefield , MA 01880 , United States","100 Quannapowitt Parkway, Suite 300",Wakefield,MA,01880,US,(781) 721-4000,https://www.geiconsultants.com/,MA,Regular Member,,gei-consultants-inc-4136625,https://members.acecma.org/fullmemberfirmdirectory/Details/gei-consultants-inc-4136625,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,daa9b3191a4dd72252f8fe2ed113135e,2026-03-25 11:26:25,2026-03-25 11:26:25,1
39,"Geocomp, Inc.","125 Nagog Park , Acton , MA 01720 , United States",125 Nagog Park,Acton,MA,01720,US,(978) 835-1436,http://www.geocomp.com/,MA,Regular Member,,geocomp-inc-4136629,https://members.acecma.org/fullmemberfirmdirectory/Details/geocomp-inc-4136629,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,9609e9cb6847acdab3e77b8cf5dc0a5f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
40,GFT,"175 Federal Street , Suite 800 , Boston , MA 02110 , United States","175 Federal Street, Suite 800",Boston,MA,02110,US,(508) 735-2004,https://www.gftinc.com/,MA,Regular Member,,gft-4136623,https://members.acecma.org/fullmemberfirmdirectory/Details/gft-4136623,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,87b06f8d7c54389be7eb61fd4558d8ff,2026-03-25 11:26:25,2026-03-25 11:26:25,1
41,GHD,"99 South Bedford Street , Suite 225 , Burlington , MA 01803 , United States","99 South Bedford Street, Suite 225",Burlington,MA,01803,US,(781) 750-1926,http://www.ghd.com/,MA,Regular Member,,ghd-4136581,https://members.acecma.org/fullmemberfirmdirectory/Details/ghd-4136581,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,c862a4c35f7dcb632c4872b48be825e2,2026-03-25 11:26:25,2026-03-25 11:26:25,1
42,"Gill Engineering Associates, Inc.","1234 Chestnut Street , Suite 207 , Newton , MA 02464 , United States","1234 Chestnut Street, Suite 207",Newton,MA,02464,US,(508) 958-6701,http://www.gill-eng.com/,MA,Associate Member,,gill-engineering-associates-inc-4136583,https://members.acecma.org/fullmemberfirmdirectory/Details/gill-engineering-associates-inc-4136583,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,fedfe9c62960376bc564a802f4494bcd,2026-03-25 11:26:25,2026-03-25 11:26:25,1
43,"GM2 Associates, Inc.","27 Jefferson St , Taunton , MA 02780 , United States",27 Jefferson St,Taunton,MA,02780,US,(508) 824-6609,http://gm2inc.com/,MA,Associate Member,,gm2-associates-inc-4136633,https://members.acecma.org/fullmemberfirmdirectory/Details/gm2-associates-inc-4136633,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,9bba6e1c411746003829103aafc4e6fc,2026-03-25 11:26:25,2026-03-25 11:26:25,1
44,GPI,"181 Ballardvale Street , Suite 202 , Wilmington , MA 01887 , United States","181 Ballardvale Street, Suite 202",Wilmington,MA,01887,US,(978) 570-2964,http://www.gpinet.com/,MA,Regular Member,,gpi-4136630,https://members.acecma.org/fullmemberfirmdirectory/Details/gpi-4136630,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.277943+00:00,20260325_112244,655796427949c44eeb6d86e8f579842f,2026-03-25 11:26:25,2026-03-25 11:26:25,1
45,"Green International Affiliates, Inc., A Lochner Company","100 Ames Pond Drive , Suite 200 , Tewksbury , MA 01876 , United States","100 Ames Pond Drive, Suite 200",Tewksbury,MA,01876,US,(978) 923-0400,https://www.greenintl.com/,MA,Regular Member,,green-international-affiliates-inc-a-lochner-company-4136631,https://members.acecma.org/fullmemberfirmdirectory/Details/green-international-affiliates-inc-a-lochner-company-4136631,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,1d7a26116486890055ab04d90dddea5e,2026-03-25 11:26:25,2026-03-25 11:26:25,1
46,"GZA GeoEnvironmental, Inc.","249 Vanderbilt Avenue , Norwood , MA 02062 , United States",249 Vanderbilt Avenue,Norwood,MA,02062,US,(617) 963-1001,http://www.gza.com/,MA,Regular Member,,gza-geoenvironmental-inc-4136627,https://members.acecma.org/fullmemberfirmdirectory/Details/gza-geoenvironmental-inc-4136627,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,38530dbb24b7278dd4b846b41909d53c,2026-03-25 11:26:25,2026-03-25 11:26:25,1
47,H&H,"31 Milk Street , Suite 405 , Boston , MA 02109 , United States","31 Milk Street, Suite 405",Boston,MA,02109,US,(617) 268-2017,https://www.hardestyhanover.com/,MA,Regular Member,,h-h-4136634,https://members.acecma.org/fullmemberfirmdirectory/Details/h-h-4136634,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,495e1345bdc61961ce76a401eebc55cf,2026-03-25 11:26:25,2026-03-25 11:26:25,1
48,"Haley & Aldrich, Inc.","465 Medford Street , Suite 2200 , Boston , MA 02129-1400 , United States","465 Medford Street, Suite 2200",Boston,MA,02129-1400,US,(617) 886-7383,http://www.haleyaldrich.com/,MA,Regular Member,,haley-aldrich-inc-4136635,https://members.acecma.org/fullmemberfirmdirectory/Details/haley-aldrich-inc-4136635,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,482b6381de26dc53cb25540203ccf428,2026-03-25 11:26:25,2026-03-25 11:26:25,1
49,"Haley Ward, Inc.","63 Great Road , Suite 200 , Maynard , MA 01754-2097 , United States","63 Great Road, Suite 200",Maynard,MA,01754-2097,US,(978) 648-6025,https://haleyward.com/,MA,Regular Member,,haley-ward-inc-4136636,https://members.acecma.org/fullmemberfirmdirectory/Details/haley-ward-inc-4136636,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,d22245fe0d820a2d99d7ba9d517e5fec,2026-03-25 11:26:25,2026-03-25 11:26:25,1
50,Hatch Ltd.,"260 Franklin Ave , Boston , MA 02110 , United States",260 Franklin Ave,Boston,MA,02110,US,(617) 594-8021,https://www.hatch.com/en,MA,Regular Member,,hatch-ltd-4136638,https://members.acecma.org/fullmemberfirmdirectory/Details/hatch-ltd-4136638,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,f7097e539afd5ab1242819fb0282ed10,2026-03-25 11:26:25,2026-03-25 11:26:25,1
51,"Hazen and Sawyer, P.C.","50 Milk Street , 5th Floor , Boston , MA 02109 , United States","50 Milk Street, 5th Floor",Boston,MA,02109,US,(857) 305-4075,http://www.hazenandsawyer.com/,MA,Regular Member,,hazen-and-sawyer-p-c-4136637,https://members.acecma.org/fullmemberfirmdirectory/Details/hazen-and-sawyer-p-c-4136637,acec_engineering_firms,https://members.acecma.org/fullmemberfirmdirectory/FindStartsWith,2026-03-25T11:26:25.278942+00:00,20260325_112244,1799a160a8bd252079501e054b7c13fc,2026-03-25 11:26:25,2026-03-25 11:26:25,1
