id,company_name,address,city,state,zip_code,country,phone,email,website,provider_id,accreditation_area,service_domain,program_types,population_served,accreditation_status,is_administrative_only,program_count,latitude,longitude,dataset,source_url,crawl_date,crawl_session,dedup_hash,first_seen,last_seen,is_new
23,Acute-Care-Facility-at-Longview-385944,2260 West Trilby Road,Fort Collins,CO,80526,US,,,,385944,,,,,Accredited,No,0,40.4954935,-105.117402,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_385944,2026-03-26 11:02:37,2026-03-26 11:02:37,1
24,Acute-Rehabilitation-Unit-at-Regional-West-Medical-Center-39985,4021 Avenue B 4th Floor,Scottsbluff,NE,69361,US,308-630-1440,,https://www.rwhs.org,39985,,,,,Accredited,No,0,41.887042,-103.6646734,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_39985,2026-03-26 11:02:37,2026-03-26 11:02:37,1
25,Admissions-Main-Hall-382152,1546 North 2nd Street,Abilene,TX,79601,US,325-673-6489,,,382152,,,,,Accredited,No,0,32.4512733,-99.7398457,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_382152,2026-03-26 11:02:37,2026-03-26 11:02:37,1
26,Adult-Outpatient-Treatment-Clinic-284403,1626 Medical Center Drive Suite 200,El Paso,TX,79902,US,915-779-3764,,,284403,,,,,Accredited,No,0,31.7779945,-106.4793954,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_284403,2026-03-26 11:02:37,2026-03-26 11:02:37,1
27,Affect-Provider-Group-P-S-C-CO-387987,"26 West Dry Creek Circle Suite 600, Office 602",Littleton,CO,80120,US,,,,387987,,,,,Accredited,No,0,39.5803512,-104.9910037,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_387987,2026-03-26 11:02:37,2026-03-26 11:02:37,1
28,Affect-Therapeutics-Arizona-Office-369670,8880 East Speedway Boulevard Suite 203,Tucson,AZ,85710,US,,,,369670,,,,,Accredited,No,0,32.2351704,-110.8029519,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_369670,2026-03-26 11:02:37,2026-03-26 11:02:37,1
29,Affect-Therapeutics-Inc-377732,1202 Central Avenue SW Suite 19,Albuquerque,NM,87102,US,845-769-8758,,,377732,,,,,Accredited,No,0,35.0875462,-106.6608359,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_377732,2026-03-26 11:02:37,2026-03-26 11:02:37,1
30,Affect-Therapeutics-Inc-393505,1397 Galleria Drive Suite 203,Henderson,NV,89014,US,845-769-8758,,,393505,,,,,Accredited,No,0,36.0706325,-115.0452553,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_393505,2026-03-26 11:02:37,2026-03-26 11:02:37,1
31,AHS-Governance-Hall-274913,3220 East 40th Street Building B,Yuma,AZ,85365,US,928-341-0335,,,274913,,,,,Accredited,No,0,32.6560326,-114.5780902,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_274913,2026-03-26 11:02:37,2026-03-26 11:02:37,1
32,AHS-Transport-Maintenance-294213,3220 East 40th Street Building D,Yuma,AZ,85365,US,928-341-0335,,,294213,,,,,Accredited,No,0,32.6560326,-114.5780902,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_294213,2026-03-26 11:02:37,2026-03-26 11:02:37,1
33,AIC-Sunrise-385763,,Tucson,AZ,,US,,,,385763,,,,,Accredited,No,0,32.2539787,-110.9741769,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_385763,2026-03-26 11:02:37,2026-03-26 11:02:37,1
34,Albany-County-Treatment-Court-352738,605 Skyline Road Suite 101,Laramie,WY,82070,US,307-460-2771,,,352738,,,,,Accredited,No,0,41.29267,-105.5907526,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_352738,2026-03-26 11:02:37,2026-03-26 11:02:37,1
35,Albuquerque-Treatment-Services-LLC-38863,"123 Madiera Street, SE",Albuquerque,NM,87108,US,505-262-1538,,,38863,,,,,Accredited,No,0,35.0767493,-106.5847955,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_38863,2026-03-26 11:02:37,2026-03-26 11:02:37,1
36,Alcohol-Drug-Awareness-Center-for-the-Concho-Valley-267372,3553 Houston Harte Post Office Box 3805,San Angelo,TX,76901,US,325-224-3481,,https://www.adaccv.org,267372,,,,,Accredited,No,0,31.4510763,-100.4866164,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_267372,2026-03-26 11:02:37,2026-03-26 11:02:37,1
37,Align-Services-LLC-334850,1050 North Third Street Suite F,Laramie,WY,82072,US,307-460-3562,,https://www.alignservices.org,334850,,,,,Accredited,No,0,41.3215766,-105.5928477,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_334850,2026-03-26 11:02:37,2026-03-26 11:02:37,1
38,Aliviane-Inc-280817,1626 Medical Center Drive Suite 400,El Paso,TX,79902,US,915-782-4000,,https://www.aliviane.org,280817,,,,,Accredited,No,0,31.7779945,-106.4793954,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_280817,2026-03-26 11:02:37,2026-03-26 11:02:37,1
39,Aliviane-Opioid-Treatment-Clinic-DBA-Opioid-Treatment-Clinic-39957,1626 Medical Center Drive Suite 100,El Paso,TX,79902-5000,US,915-782-4000,,https://www.aliviane.org,39957,,,,,Accredited,No,0,31.7779945,-106.4793954,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_39957,2026-03-26 11:02:37,2026-03-26 11:02:37,1
40,All-About-Us-LLC-359586,1020 Edith Boulevard SE,Albuquerque,NM,87102,US,505-243-8000,,,359586,,,,,Accredited,No,0,35.0728257,-106.6428157,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_359586,2026-03-26 11:02:37,2026-03-26 11:02:37,1
41,All-Points-North-Aurora-Assessment-Center-395154,11951 East Iliff Avenue,Aurora,CO,80014,US,855-232-8217,,https://www.apn.com,395154,,,,,Accredited,No,0,39.675136,-104.8489734,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_395154,2026-03-26 11:02:37,2026-03-26 11:02:37,1
42,All-Points-North-Lodge-304579,2205 Cordillera Way,Edwards,CO,81632,US,970-693-0015,,,304579,,,,,Accredited,No,0,39.6430233,-106.6344787,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_304579,2026-03-26 11:02:37,2026-03-26 11:02:37,1
43,Alpine-75930,,Evanston,WY,,US,,,,75930,,,,,Accredited,No,0,41.2682794,-110.9632373,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_75930,2026-03-26 11:02:37,2026-03-26 11:02:37,1
44,ALT-Recovery-Group-DBA-ALT-Recovery-Group-251777,1141 Mall Drive Suite E,Las Cruces,NM,88001,US,575-522-0660,,https://www.altrecoverygroup.com,251777,,,,,Accredited,No,0,32.306012,-106.7425908,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_251777,2026-03-26 11:02:37,2026-03-26 11:02:37,1
45,Amarillo-Career-Resource-Center-370559,1904 Bell Street,Amarillo,TX,79106,US,,,,370559,,,,,Accredited,No,0,35.1919823,-101.9032206,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_370559,2026-03-26 11:02:37,2026-03-26 11:02:37,1
46,Amarillo-LSS-FIT-Office-239967,1616 South Kentucky Street Suite A-140,Amarillo,TX,76102,US,806-351-0168,,,239967,,,,,Accredited,No,0,35.1964195,-101.8697476,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_239967,2026-03-26 11:02:37,2026-03-26 11:02:37,1
47,Amarillo-VA-Health-Care-System-for-Compensated-Work-Therapy-Program-Transitional-Work-Program-261737,6010 Amarillo Boulevard West,Amarillo,TX,79106,US,806-355-9703,,,261737,,,,,Accredited,No,0,35.2213876,-101.7667947,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_261737,2026-03-26 11:02:37,2026-03-26 11:02:37,1
48,Amarillo-VA-Health-Care-System-for-Mental-Health-Intensive-Case-Management-Program-261738,6010 Amarillo Boulevard West,Amarillo,TX,79106,US,806-355-9703,,https://www.Amarillo.va.gov,261738,,,,,Accredited,No,0,35.2213876,-101.7667947,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.076249+00:00,20260326_102413,carf_pid_261738,2026-03-26 11:02:37,2026-03-26 11:02:37,1
49,Amarillo-VA-Health-Care-System-Housing-First-Programs-HUD-VASH-HCHV-235482,6010 Amarillo Boulevard West QPS Department,Amarillo,TX,79106,US,806-355-9703,,https://www.Amarillo.va.gov,235482,,,,,Accredited,No,0,35.2213876,-101.7667947,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_235482,2026-03-26 11:02:37,2026-03-26 11:02:37,1
50,Amaya’s-Place-396389,1813 North Oracle,Mesa,AZ,85203,US,,,,396389,,,,,Accredited,No,0,33.4485021,-111.7904093,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_396389,2026-03-26 11:02:37,2026-03-26 11:02:37,1
51,Amber-Lights-40279,6231 North Montebella Road,Tucson,AZ,85704,US,520-498-0668,,https://srgseniorliving.com/tucson-az-amber-lights,40279,,,,,Accredited,No,0,32.3205827,-111.0062686,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_40279,2026-03-26 11:02:37,2026-03-26 11:02:37,1
52,AMIkids-Farmington-operated-by-AMIkids-Sandoval-Inc-340499,"851 Andrea Drive Suite 4, Building E",Farmington,NM,87401,US,505-324-5855,,https://www.amikids.org,340499,,,,,Accredited,No,0,36.7251766,-108.1378986,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_340499,2026-03-26 11:02:37,2026-03-26 11:02:37,1
53,Amity-Foundation-Circle-Tree-Ranch-203234,10500 East Tanque Verde Road,Tucson,AZ,85749,US,520-749-7178,,https://www.circletreeranch.org,203234,,,,,Accredited,No,0,32.248306,-110.76582,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_203234,2026-03-26 11:02:37,2026-03-26 11:02:37,1
54,Amity-Foundation-Circle-Tree-Ranch-372337,721 North 4th Avenue,Tucson,AZ,85705,US,,,,372337,,,,,Accredited,No,0,32.2308913,-110.9659101,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_372337,2026-03-26 11:02:37,2026-03-26 11:02:37,1
55,Angels-With-Broken-Wings-408019,,Las Cruces,NM,,US,,,,408019,,,,,Accredited,No,0,32.3142451,-106.7797529,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_408019,2026-03-26 11:02:37,2026-03-26 11:02:37,1
56,ANKENY-Office-35404,2706 Ankeny Way,Rock Springs,WY,82901,US,307-352-6689,,,35404,,,,,Accredited,No,0,41.5781476,-109.2614675,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_35404,2026-03-26 11:02:37,2026-03-26 11:02:37,1
57,Anna-30001,,Dodge City,KS,,US,,,,30001,,,,,Accredited,No,0,37.7560487,-100.018797,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_30001,2026-03-26 11:02:37,2026-03-26 11:02:37,1
58,Antelope-House-323906,,Rock Springs,WY,,US,,,,323906,,,,,Accredited,No,0,41.5874644,-109.2029043,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_323906,2026-03-26 11:02:37,2026-03-26 11:02:37,1
59,Anxiety-Trauma-Depression-Treatment-Centers-399426,596 West 750 South Suite 300,Woods Cross,UT,84010,US,831-431-3104,,,399426,,,,,Accredited,No,0,40.8822319,-111.8955927,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_399426,2026-03-26 11:02:37,2026-03-26 11:02:37,1
60,Arbor-34760,,Clovis,NM,,US,,,,34760,,,,,Accredited,No,0,34.4014624,-103.207807,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_34760,2026-03-26 11:02:37,2026-03-26 11:02:37,1
61,Arcineiga-27091,,Clovis,NM,,US,,,,27091,,,,,Accredited,No,0,34.4014624,-103.207807,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_27091,2026-03-26 11:02:37,2026-03-26 11:02:37,1
62,Ardu-Recovery-Centers-297649,1053 West 1020 South,Provo,UT,84601,US,385-252-9918,,https://www.ardurecoverycenter.com,297649,,,,,Accredited,No,0,40.2196252,-111.6768394,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_297649,2026-03-26 11:02:37,2026-03-26 11:02:37,1
63,Ardu-Recovery-Centers-399107,75 East 1700 South,Provo,UT,84606,US,385-252-9918,,,399107,,,,,Accredited,No,0,40.2128997,-111.6575341,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_399107,2026-03-26 11:02:37,2026-03-26 11:02:37,1
64,Arecibo-CBOC-388466,"PR-2 Int, PR-660 K.78 Bo. Hato Abajo",Arecibo,PR,00612,US,787-816-1818,,,388466,,,,,Accredited,No,0,38.7945952,-106.5348379,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_388466,2026-03-26 11:02:37,2026-03-26 11:02:37,1
65,AriseVida-Care-LLC-386135,4040 East McDowell Road Suite 107,Phoenix,AZ,85008,US,602-796-3484,,,386135,,,,,Accredited,No,0,33.4659,-111.9929912,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_386135,2026-03-26 11:02:37,2026-03-26 11:02:37,1
66,Ark-Regional-Services-1260-33379,,Laramie,WY,,US,,,,33379,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_33379,2026-03-26 11:02:37,2026-03-26 11:02:37,1
67,Ark-Regional-Services-19th-Street-25379,,Laramie,WY,,US,,,,25379,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25379,2026-03-26 11:02:37,2026-03-26 11:02:37,1
68,Ark-Regional-Services-23rd-Street-25376,,Laramie,WY,,US,,,,25376,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25376,2026-03-26 11:02:37,2026-03-26 11:02:37,1
69,Ark-Regional-Services-8553,1150 North Third Street,Laramie,WY,82072,US,307-742-6641,,https://www.arkregionalservices.org,8553,,,,,Accredited,No,0,41.3226494,-105.5927192,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_8553,2026-03-26 11:02:37,2026-03-26 11:02:37,1
70,Ark-Regional-Services-Apartments-17-18-19-20-Supervised-Living-245146,,Laramie,WY,,US,,,,245146,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_245146,2026-03-26 11:02:37,2026-03-26 11:02:37,1
71,Ark-Regional-Services-Center-for-Professional-Development-78028,1160 North Third Street,Laramie,WY,82072,US,307-742-6641,,,78028,,,,,Accredited,No,0,41.3230743,-105.5925755,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_78028,2026-03-26 11:02:37,2026-03-26 11:02:37,1
72,Ark-Regional-Services-Cooper-Center-for-Creative-Arts-222492,1174 North Fourth Street,Laramie,WY,82072,US,307-742-6641,,,222492,,,,,Accredited,No,0,41.3228105,-105.5914483,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_222492,2026-03-26 11:02:37,2026-03-26 11:02:37,1
73,Ark-Regional-Services-Equestrian-Center-25395,1375 Pine Street,Laramie,WY,82070,US,307-742-6641,,,25395,,,,,Accredited,No,0,41.3243493,-105.597771,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25395,2026-03-26 11:02:37,2026-03-26 11:02:37,1
74,Ark-Regional-Services-Fifth-Street-25375,,Laramie,WY,,US,,,,25375,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25375,2026-03-26 11:02:37,2026-03-26 11:02:37,1
75,Ark-Regional-Services-Hancock-25374,,Laramie,WY,,US,,,,25374,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25374,2026-03-26 11:02:37,2026-03-26 11:02:37,1
76,Ark-Regional-Services-Nighthawk-25372,,Laramie,WY,,US,,,,25372,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25372,2026-03-26 11:02:37,2026-03-26 11:02:37,1
77,Ark-Regional-Services-Sixth-Street-25373,,Laramie,WY,,US,,,,25373,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.077286+00:00,20260326_102413,carf_pid_25373,2026-03-26 11:02:37,2026-03-26 11:02:37,1
78,Ark-Regional-Services-Third-Street-25385,,Laramie,WY,,US,,,,25385,,,,,Accredited,No,0,41.3113669,-105.5911007,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_25385,2026-03-26 11:02:37,2026-03-26 11:02:37,1
79,Arrow-House-323905,,Rock Springs,WY,,US,,,,323905,,,,,Accredited,No,0,41.5874644,-109.2029043,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_323905,2026-03-26 11:02:37,2026-03-26 11:02:37,1
80,Arrowhead-West-Inc-6791,1100 East Wyatt Earp Boulevard,Dodge City,KS,67801,US,620-227-8803,,https://www.arrowheadwest.org,6791,,,,,Accredited,No,0,37.7527904,-100.0021148,carf_accredited_providers,https://carf.org/find-provider/,2026-03-26T11:02:37.078289+00:00,20260326_102413,carf_pid_6791,2026-03-26 11:02:37,2026-03-26 11:02:37,1
